0.498 % prompt : the prompt for your fic .  % creative % http://amishamj.livejournal.com/824.html 
0.359 % my laughter is spontaneous and from the caffeine and the sleep deprivation love , marika  % sore % http://marika-kailaya.livejournal.com/533241.html 
0.359 % this beautiful instrument brought me many nights of pure relaxation and bliss , but also caused me to drift away from everyone .  % indescribable % http://neptuneman.livejournal.com/3858.html 
0.359 % we just had to erase out memories of the lame movie .  % working % http://markyboie.livejournal.com/5419.html 
0.359 % you tend to dislike sudden or abrupt changes .  % exanimate % http://nessaquttie.livejournal.com/50114.html 
0.359 % romantic dinners by surprise i sit there gazing into you starlit eyes remembering your kisses upon my thighs causing my bodies temperature to rise i just can t help but fantasize .  % thoughtful % http://nessaquttie.livejournal.com/6274.html 
0.359 % a fear of rejection inhibits your expression of love and affection , and it may seem to you that relationships are too troublesome and too painful to bother with .  % contemplative % http://nishtariv.livejournal.com/42548.html 
0.359 % and i see the obvious causes and effects that make the future predictable .  % sick % http://amigocallado.livejournal.com/36491.html 
0.359 % cause that is just pooo .  % thirsty % http://nerd-alie.livejournal.com/2437.html 
0.359 % more likely every time you hit the button it acts like a homing beacon for pop up adds .  % grumpy % http://ninjitsupiracy.livejournal.com/11123.html 
0.359 % the smell of smoke may linger for a long time in my memory .  % cold % http://aminahfiddler.livejournal.com/4654.html 
0.359 % something caused life to shrivel in you , bloodless and pale , until you began to smell of despair .  % thoughtful % http://mark-landon.livejournal.com/72116.html 
0.359 % there may not even be a discernible cause .  % exhausted % http://amindadrift.livejournal.com/12614.html 
0.359 % your memories scar me , your words of hatred is a rusty dart plunged into my lonely heart .  % lonely % http://my-mystery-life.livejournal.com/8302.html 
0.359 % cymophobia or kymophobia fear of waves or wave like motions .  % curious % http://ninomit-arol.livejournal.com/196862.html 
0.359 % well you take the memories .  % angry % http://amester-t.livejournal.com/12102.html 
0.359 % the plot is tighter with a sense of direction without amusing but mostly irrelevant sidelines and digressions for anthropological data .  % geeky % http://ninja-turbo.livejournal.com/37293.html 
0.359 % he knows what she smells like , and that knowledge and that smile and that wistful tone of voice if sleep talking can be ascribed emotion in the same way as normal speech all mean something .  % cheerful % http://mylittleredgirl.livejournal.com/89437.html 
0.358 % editor s note : if i were depressed , there d be a wonderfully melancholy metaphor lurking in those sculptures .  % lazy % http://amishmonster.livejournal.com/2364.html 
0.358 % following a conversation that seems to justify all violence , she sneaks into s caravan .  % exhausted % http://ninja-nay.livejournal.com/7620.html 
0.358 % however , i occasionally still fall into the traps of self pity or self hatred .  % thoughtful % http://mymagicpiano.livejournal.com/62491.html 
0.358 % had an uncontrollable giggling fit at the worst possible moment .  % sick % http://mymyoulookawful.livejournal.com/46700.html 
0.358 % this constant play , intertwined , between the carnal and the carnage propelled me into nostalgia , thinking back to the people i ve known .  % restless % http://ninjatechalumni.livejournal.com/21064.html 
0.358 % then after bad things started to happen in my life i went into a brooding pseudo intellectual stage .  % bouncy % http://nerdalmighty.livejournal.com/16811.html 
0.358 % if the self feels famished repressed in any way then the ego will obviously be guided to simulate an unhappy feeling , and will be guided by the unconsciousness to overcome this unhappy feeling .  % chipper % http://nishat21.livejournal.com/5648.html 
0.358 % bangs head against keyboard in overly dramatic gesture of frustration  % exhausted % http://nishmael.livejournal.com/6048.html 
0.358 % there was a moment or two where his mind was overwhelmed in primal fear and panic , but it quickly became manageable once he identified a pair of breasts pressing up against his back .  % naughty % http://nin-tendo.livejournal.com/8828.html 
0.358 % when the mood strikes what does your journal mean to you ?  % lazy % http://mymylullaby.livejournal.com/266415.html 
0.358 % but you can t avoid encountering memories that you would rather forget .  % indescribable % http://netherwynd.livejournal.com/12277.html 
0.358 % it put me in this weird internal narrative and childhood reflection mode for the rest of the night .  % content % http://nervousstrain.livejournal.com/42634.html 
0.358 % cause i was suppose to go to garretts and that didnt happen .  % confused % http://ningrrl420.livejournal.com/56068.html 
0.358 % thus , i end up pondering endless possible outcomes which drives me insane making me either angry or depressed for feeling like such a loser !  % lazy % http://ninja-mistress.livejournal.com/67150.html 
0.358 % flashback over !  % calm % http://americankitty.livejournal.com/1578.html 
0.358 % i normally set the alarm and then turn the alarm clock to face the other way ... for two reasons .  % happy % http://my-livi-world.livejournal.com/12932.html 
0.358 % i guess my depression turned into a suicidal rage .  % moody % http://nirvanaskittles.livejournal.com/6266.html 
0.358 % and then there s the guilt factor .  % nerdy % http://marioxcore.livejournal.com/1985.html 
0.358 % specific rooms in the house indicate a specific aspect of your psyche .  % tired % http://mariurano.livejournal.com/42096.html 
0.358 % the painkiller heightens my senses to levels that make the smallest sound obscenely loud .  % enraged % http://marika-kailaya.livejournal.com/474577.html 
0.358 % so the random light or amusing moment really sticks out in my day .  % dorky % http://nescalafrias.livejournal.com/574.html 
0.358 % shakes fist towards night princess for mentioning the quizzes at the most inopportune time harumi which mars by fuyumi soryo character are you ?  % hungry % http://amkestrel.livejournal.com/4607.html 
0.358 % hello , i managed , torn between keeping an eye on the possibly deranged interloper and averting my gaze somewhere more modest .  % creative % http://ninjakitten.livejournal.com/395193.html 
0.358 % it ll probably react with the sink and pipes and generate hydrogen gas which will ignite as soon as someone turns the lights on .  % irate % http://mynameismattc.livejournal.com/675.html 
0.358 % i came home early cause my whole body itches .  % restless % http://my-only-eyes.livejournal.com/12854.html 
0.358 % with his witty catch phrases like the subject heading lt .  % sleepy % http://markiavelli.livejournal.com/7740.html 
0.358 % sometimes i wish to fade into the mist with nothing to mark my passing but a whisper of a song haunting the hallways of the past .  % indescribable % http://amethystfae.livejournal.com/36335.html 
0.358 % could it be that you incite jealousy in others ?  % depressed % http://my-mercy.livejournal.com/93263.html 
0.358 % unless he pre recorded the keyboard or something .  % tired % http://mariyaguchi.livejournal.com/18046.html 
0.358 % author s note : sparked a bazillion fic bunnies with this comment , in which she links to a picture of wesley back in uniform in nemesis .  % awake % http://mylittleredgirl.livejournal.com/184401.html 
0.358 % maitrey s fingers unlace presently , go through a complicated series of maneuvers that s meant , somehow , to convey that stupid string game .  % bitchy % http://amerie-nc.livejournal.com/28000.html 
0.358 % my whole memory of the past few hours is merely fast forwarding and rewinding through repetitions .  % okay % http://nintendog314.livejournal.com/3165.html 
0.358 % cause like that , its like a closure .  % loved % http://ninthapril.livejournal.com/43006.html 
0.358 % a unsettling laugh that sounds , because it is rehearsed ... raw war emotion ... oy i give up .  % anxious % http://nervelush.livejournal.com/109336.html 
0.358 % the holder turns to flash a fairly quick , unconciously charming smile in amerie s direction .  % bitchy % http://amerie-nc.livejournal.com/28000.html 
0.358 % like sensing him there ?  % numb % http://ninhalo815.livejournal.com/77743.html 
0.358 % it smacks of depression .  % contemplative % http://mark-directly.livejournal.com/32264.html 
0.358 % bear walks into a bar ... ... and says , hello ... pint of bitter please the starts to pull the pint , and says why the long pause ?  % ecstatic % http://amishman645.livejournal.com/16878.html 
0.358 % much laughter ensued .  % tired % http://ninjapope.livejournal.com/39868.html 
0.358 % and swank timing , too , because my father just kicked into high gear self described ebenezer scrooge mode .  % surprised % http://mylittleredgirl.livejournal.com/28675.html 
0.358 % i mean lotrs was good cause it kept you in but superman just ... dulls you .  % sad % http://mariko88.livejournal.com/7944.html 
0.358 % ... spontaneous .  % hot % http://nintendojackson.livejournal.com/6141.html 
0.358 % it can totally change heighten a mood .  % rejuvenated % http://nerdcorerocks.livejournal.com/38875.html 
0.358 % would your smell carry a thousand fragile memories of us ?  % drained % http://myoneregret.livejournal.com/47315.html 
0.358 % that would just devastate me .  % sick % http://mark-wood.livejournal.com/10099.html 
0.358 % spontaneous or plan ?  % okay % http://marlboro-reds.livejournal.com/30432.html 
0.358 % spontaneous or plan ?  % bouncy % http://ninjaiguana.livejournal.com/1555.html 
0.358 % does he always recollect memories that way ?  % sleepy % http://nin-tendo.livejournal.com/3417.html 
0.358 % it s almost like a reflex .  % complacent % http://ninjangel.livejournal.com/3887.html 
0.358 % the eccentric and unusual , having a free and open mind stimulates you .  % okay % http://mariurano.livejournal.com/31617.html 
0.358 % the other type of bipolar , called bipolar i , is characterized by one or more manic episodes or mixed episodes symptoms of both a mania and a depression occurring nearly every day for at least one week and one or more major depressive episodes .  % blah % http://amethystgirl350.livejournal.com/158679.html 
0.358 % hurrah for memories .  % contemplative % http://marisacoulter.livejournal.com/16211.html 
0.358 % archangel : yes greatsm videl : i ve provoked some sort of emotion out of your zombie like corpse ?  % bitchy % http://ame-tordue88.livejournal.com/3593.html 
0.357 % fruit of the loom briefs amuse me cause they tend to put ftl on the waist band .  % silly % http://ninjakitten.livejournal.com/187419.html 
0.357 % activity : group round robin writing exercise prompt : television noun , fall verb , sharp adjective , hyphen punctuation , number notes : edited some unfortunate tense changes .  % blah % http://ninjatheatre.livejournal.com/738.html 
0.357 % i mean how can any self respecting geek possibly resist a light up sonic screwdriver ?  % excited % http://nisbetbryce.livejournal.com/1833.html 
0.357 % it elicits one to respond or distract one from one s work , whichever the case may be .  % mellow % http://neritheka.livejournal.com/122536.html 
0.357 % trying to provoke a revolution .  % accomplished % http://marioftheforest.livejournal.com/5466.html 
0.357 % the characters have travelled with their idiosyncrasies and foibles through hilarity and tension , short bursts of laughter and violence , but not so for the big reveal .  % distressed % http://amethyst-drop.livejournal.com/42556.html 
0.357 % she begins to brush one of her hands through his hair in a rhythmic , slow motion , and smiles when he does .  % cold % http://mylittleredgirl.livejournal.com/71049.html 
0.357 % this , as you would imagine , could cause one a huge amount of stress .  % hopeful % http://maritatag.livejournal.com/1466.html 
0.357 % cause we like that .  % bouncy % http://ness-g06.livejournal.com/21663.html 
0.357 % my immediate reaction was to let out a war cry and stomp it to gooey smithereens .  % crazy % http://marisal05.livejournal.com/27393.html 
0.357 % your sense of humor could be called anti pretentious but paradoxically enough , that indicates you re smarter than most .  % thirsty % http://my-lostsoul.livejournal.com/49395.html 
0.357 % threads can be archived , posts can be deleted , but nothing can wipe out your memories well , maybe a head trauma ; but i digress .  % excited % http://mynameistonks.livejournal.com/5194.html 
0.357 % though your touch is out of reach , i still hold the memories of the first caress .  % hopeful % http://my-mystery-life.livejournal.com/869.html 
0.357 % manic episodes scare me so much more then depressive episodes .  % confused % http://nipper-dawg.livejournal.com/655783.html 
0.357 % finally , the brink of death scenario and the not so happily ever after ending caused by artemis plan not going smoothly .  % amused % http://amethyst-water.livejournal.com/30397.html 
0.357 % is a result of the behaviors caused by the original three factors .  % contemplative % http://mark-landon.livejournal.com/24143.html 
0.357 % it involves emotional problems involving a friend or relative .  % flirty % http://nirikays-ab-ovo.livejournal.com/4080.html 
0.357 % i continue to amble gently through life , dealing with twists and turns as they arise .  % contemplative % http://ammie-warrior.livejournal.com/8136.html 
0.357 % to chronicle and catalog them before they fade away .  % awake % http://neritheka.livejournal.com/140472.html 
0.357 % the moments where you spontaneously create backstory simply by saying one line .  % contemplative % http://ninja-turbo.livejournal.com/124248.html 
0.357 % but then i got moved up to register which is a horrid register because whenever you hit certain buttons , the hand scanner laser gun goes bee bee beep !  % content % http://amethysteyes.livejournal.com/4070.html 
0.357 % i generally wake just as the shadow is looming over me arm raised to deliver the killing blow .  % worried % http://ninia-simone.livejournal.com/105294.html 
0.357 % that also involves a tanning bed and some kind of hair cut or color or something .  % touched % http://nerdypunkkid.livejournal.com/51042.html 
0.357 % as of the moment , i can only identify two fears that dominate my waking hours one only activates at night , because that s when the beady eyed buggers come out .  % blah % http://neritheka.livejournal.com/102154.html 
0.357 % attention deficit hyperactivity disorder adhd is a real disease linked to changes in production of the brain chemical dopamine , two new reports suggest .  % busy % http://nerdimus-prime.livejournal.com/164979.html 
0.357 % her gaze darts over to him and she gives a tight smile , one he interprets as help me , and then she follows it up with a shrug that suggests there s really nothing to be done .  % excited % http://mylittleredgirl.livejournal.com/122303.html 
0.357 % enough with the memories .  % sleepy % http://amery623.livejournal.com/12035.html 
0.357 % a lock of dark chestnut hair fell into her long fingers , tied into an intricate knot , the ends hidden in a seemingly endless pattern of weaving .  % jubilant % http://niniel-maiden.livejournal.com/1483.html 
0.357 % the clouded emotion took a moment to pass , and his grip , already gentle , softened , but it took a little longer for the usual spark to return to his eyes .  % creative % http://nin-tendo.livejournal.com/3859.html 
0.357 % reading a book based on rumours that a romanov could have possibly survived a complete massacre .  % indescribable % http://myonline-diary.livejournal.com/3254.html 
0.357 % alie is so nervous and emotionally and mentally wrought that she shakes almost all of the time and breathes in deep heavy breaths , as if in a constant state of panic .  % thoughtful % http://nin-vixen.livejournal.com/103513.html 
0.357 % yawns and rubs my hand over my face closes journal and pulls my shirt off turns off the light and lays down , asleep before my head even hits the pillow  % tired % http://markmcgrathfrp.livejournal.com/264.html 
0.357 % for future reference ... brandy scares easily .  % scared % http://myminorproblem.livejournal.com/30507.html 
0.357 % synaesthesia is the general name for a related set a complex of various cognitive states having in common that stimuli to one sense , such as smell , are involuntarily simultaneously perceived as if by one or more other senses , such as sight or and hearing ... so basically , it s the overlapping of or more of your basic senses .  % indescribable % http://nessabop.livejournal.com/26998.html 
0.357 % chemical imbalances associated with trauma are responsible for the personality shifts that make people appear to be possessed by spirits .  % weird % http://mylittleredgirl.livejournal.com/41251.html 
0.357 % every nuance and small gesture has huge meaning , and the reader is drawn into each introspective thought .  % thankful % http://ninjabaggins.livejournal.com/78262.html 
0.357 % he s already there too late for her to change intention and he comes with sharp twitches and a cry that breaks before ending .  % hopeful % http://mylittleredgirl.livejournal.com/130583.html 
0.357 % worse , because of unintended consequences .  % pensive % http://myownlilbubble.livejournal.com/3693.html 
0.357 % cause it easy .  % drained % http://ame-stardust.livejournal.com/480.html 
0.357 % get your own spectral analysis from area reg ; plus , an explanation of what certain colors or shapes mean would come in handy .  % amused % http://ammepyre.livejournal.com/539565.html 
0.357 % much human depression is cognitively generated by dejecting ruminative thought .  % thankful % http://neugotik.livejournal.com/177312.html 
0.357 % he could see little exclamation points above rodney rsquo ; s head before a major rant was on its way and therefore , prepare his most irritatingly calm expression to exasperate the man .  % mellow % http://nessalynna.livejournal.com/1111.html 
0.357 % there were memories dark and suppressed that were more like a grey fog than an actual picture .  % creative % http://marioftheforest.livejournal.com/12437.html 
0.357 % and the song ensues .  % pleased % http://amethystdreamer.livejournal.com/9471.html 
0.357 % smile like you mean it lyrics from the killers smile like you mean it crash a .  % relaxed % http://marikun46.livejournal.com/6862.html 
0.357 % where one event leads to another ultimately unfolding as a pre determinded plan ?  % contemplative % http://marimbachick.livejournal.com/18103.html 
0.357 % like a pin prick on the emotions .  % awake % http://marius2147483639.livejournal.com/20426.html 
0.357 % symptoms : suspicious , frantic people want to cause harm to them , fear attacks , see others as enemies , distrustful , delusional , fear intimacy , detect hidden meanings when none truly exist , mistakes can be taken as deliberate insults , hold grudges , and very unwilling to forgive .  % sleepy % http://mymindkillsme.livejournal.com/12104.html 
0.357 % in fear that i might perpetuate further abberation from me .  % confused % http://nerdontheheard.livejournal.com/23459.html 
0.357 % sorry for flipping out and causing un needed worries .  % embarassed % http://americanwannabe.livejournal.com/2233.html 
0.357 % set your alarm clock to go off at random times during the night .  % predatory % http://marine4jesus.livejournal.com/2052.html 
0.356 % action : shatter snowboard into little pieces and chunks , which then you turn into pulp with the help of a blender and your teeth .  % crazy % http://ninjahead.livejournal.com/41176.html 
0.356 % this combination of right brain and auditory modes creates conflict , as you want to process data more rapidly than your natural processes allow .  % angry % http://ninjaiguana.livejournal.com/3939.html 
0.356 % sometimes it s good to take time away from songs and artists which i can relate to on an emotional level , to get away from the anger and depression .  % cheerful % http://myownelysium.livejournal.com/48428.html 
0.356 % but the primary meaning is tending to destroy or being highly detrimental to social interaction , and antisocial personality disorder is frequently considered synonymous with sociopathy psychopathy pick your fave word .  % bitchy % http://ninjakitten.livejournal.com/332339.html 
0.356 % there s some connection made perhaps i just miss that kind of connection or need a new socket to plug into .  % high % http://nervelush.livejournal.com/66377.html 
0.356 % to relive that moment over and over again in your mind would be the worst pain .  % tired % http://my-own-homicide.livejournal.com/4447.html 
0.356 % and a meme taken from and ... disorder your score major depression : high dysthymia : moderate bipolar disorder : slight cyclothymia : slight moderate seasonal affective disorder : very high postpartum depression : n a take the depression test oh , yeah .  % happy % http://nerca-beyul.livejournal.com/95985.html 
0.356 % your dosha is pitta you have a quick mind , a gift for persuasion , and a sharp sense of humor .  % okay % http://neugotik.livejournal.com/156329.html 
0.356 % perhaps it is paranoia , but i am worried that this might cause some kind of wedge between naomi and i .  % depressed % http://amerikankitten.livejournal.com/11080.html 
0.356 % this makes you one impulsive individual .  % recumbent % http://amethyst-beth.livejournal.com/60467.html 
0.356 % some internal signal is pushing him to walk out , however .  % bitchy % http://amerie-nc.livejournal.com/28000.html 
0.356 % i managed to avoid all dramatics , just brushing them off with a sugary sweet smile wave .  % cheerful % http://amery623.livejournal.com/17811.html 
0.356 % critics note that such references would lead children to conclude that japan was once a colonial power .  % enraged % http://marisolita.livejournal.com/169901.html 
0.356 % add on moods for .  % accomplished % http://nippyfrog.livejournal.com/271232.html 
0.356 % if you put it into your pants pocket , they will cause damage to your genitals , and if you hold an ipod in your hand , it will send mild shockwaves into your circulatory system .  % quixotic % http://myownsoapopera.livejournal.com/3915.html 
0.356 % it starts out , this is not a time for pessimism and rage and then launches into a series of anti war clips that get downright hairy .  % confused % http://nirvyone.livejournal.com/50075.html 
0.356 % ever wish you could either kill or come to terms with some of your memories ?  % mellow % http://ametenchi.livejournal.com/132856.html 
0.356 % a struggle ensued following the couch being tossed and the murder weapon of a roll up newspaper , lighter and baygon , i sent them away to a more peaceful place .  % amused % http://markngkb.livejournal.com/58328.html 
0.356 % however , excessive handling can result in sudden discharge .  % amused % http://aminrael.livejournal.com/12701.html 
0.356 % slow , painful disintegration like watching acid dissolving kleenex is often the analogy of how i see a life disintegrate .  % uncomfortable % http://netrunner3fc7.livejournal.com/1609.html 
0.356 % talk about biting the so called imperialist hand that feeds you !  % curious % http://nestashouse.livejournal.com/72765.html 
0.356 % damn did that bring back some memories .  % hopeful % http://nirvanababy.livejournal.com/1013.html 
0.356 % stress activated in the process of acquiring coping capabilities may have different effects than stress experienced in aversive situations with no prospect in sight of ever gaining any self protective efficacy .  % thankful % http://neugotik.livejournal.com/177312.html 
0.356 % the new technique of avoiding pressing the snooze button on my alarm is working well .  % happy % http://marktheimmortal.livejournal.com/21090.html 
0.356 % i picked up the bfg such a sweet , sweet gun and found the drag entity code lets you grab a dead demon by any joint and carry them around , playing with the ragdoll physics .  % cheerful % http://ninjasbeatmeup.livejournal.com/843.html 
0.356 % i would kill or die , in a moment s breath , for your smile .  % loved % http://nesignev.livejournal.com/11567.html 
0.356 % quick as a flash the answer came !  % touched % http://amishman645.livejournal.com/21196.html 
0.356 % to be happy , you need a curious cocktail of solitary moments coupled with moments of tenderness and wild passion .  % sleepy % http://nintendork.livejournal.com/12469.html 
0.356 % as a result the eyes will project my inward pain onto some external object thus simulating the external world as a threatening place .  % chipper % http://nishat21.livejournal.com/5648.html 
0.356 % intense and uncontrollable laughter will do that you know .  % amused % http://nipper-dawg.livejournal.com/431111.html 
0.356 % those orbs seem so scared and full of fear yet a small spark of guts ?  % tired % http://marion-griffin.livejournal.com/449.html 
0.356 % : regret , guilt , depression , loneliness what songs make you cry ?  % contemplative % http://nirvana-johnny.livejournal.com/14070.html 
0.356 % it translates into a sort of distracted and listless feeling .  % confused % http://mariposabonita3.livejournal.com/23050.html 
0.356 % and bring your gun and a flashlight .  % predatory % http://marine4jesus.livejournal.com/2052.html 
0.356 % hot and cold sparks exploded all over his body , causing him to gasp sharply .  % artistic % http://amightypenguin.livejournal.com/29436.html 
0.356 % and if you enjoy causing mayhem , post a moderate or liberal view .  % apathetic % http://amethystfoxears.livejournal.com/39050.html 
0.356 % ... or the unintended consequence of law .  % cold % http://nettiger.livejournal.com/24028.html 
0.356 % your best physical feature : uh ... your bedtime : whenever i get sleepy or fear being kicked off the computer in anger .  % chipper % http://ninjavert.livejournal.com/5041.html 
0.356 % in some individuals this sting may cause an allergic reaction leading to swelling , suffocation , heart attack and death .  % cynical % http://nestashouse.livejournal.com/76484.html 
0.356 % but they never stopped playing their song of a joyous song the sing , i ve heard whispers on a freezing note , i resonate just like romantic verses , just like a joyous end just like a memory , it twists me just like romantic verses , just like a joyous end twist ... twisting me you land as lightly as the new snow , cinematic onto the melting boy , and melt away you light as gently , you re so cinematic bathed in your radiance , i melt in the glitter , in the dark , sunk into velvet praying this will never end in the shadow of a star , in static pallor i realized i never began just like romantic verses , just like a joyous end just like a memory , it twists me just like romantic verses , just like a joyous end twist ... twisting me you land as lightly as the new snow , cinematic onto the melting boy , and melt away you light as gently , you re so cinematic bathed in your radiance , i melt all the colours upon leaving , all will turn to grey all the colours upon leaving , all will turn to grey all grey all the colours all grey upon leaving all grey all will turn to grey all grey all the colours all grey upon leaving all grey all will turn to grey ... grey ... you land as lightly as the new snow , cinematic onto the melting boy , and melt away you light as gently , you re so cinematic bathed in your radiance you land as lightly as the new snow , cinematic you land as lightly as the new snow , and melt away you land as lightly as the new snow , cinematic bathed in your radiance , i melt  % discontent % http://nirvanaskittles.livejournal.com/57615.html 
0.356 % that probably would have caused a bit of a stir .  % bouncy % http://neurogenetical.livejournal.com/12398.html 
0.356 % speech sounds by octavia butler take a cool concept that hooked me right away , add post apocalyptic setting and a character both nervous and hard as steel and you get one of the stories that sticks in my mind and pulls me back to read and re read it .  % sore % http://ninja-turbo.livejournal.com/243515.html 
